44675,32472
7331,9517
26592,28323
4968,8089
31341,41705
22704,46944
8766,29257
37815,27888
32565,24483
26527,33630
6159,3737
47050,42479
7464,29071
7063,34952
22312,40260
17929,49798
43254,29919
12187,21062
38003,7774
21869,43929
19858,13668
18344,42744
39140,11662
18570,38050
40263,40057
35705,48038
27834,7439
38279,45155
25275,16969
41423,23442
40700,19317
2521,45931
6870,33769
9799,1356
27515,38115
13824,20011
21113,49819
13290,32935
40687,1756
29714,37851
18527,6437
26789,15290
37271,34840
38223,38016
47532,30023
28793,47671
49248,802
27385,45458
31401,40932
41852,11368
28015,26992
35558,34345
15696,39339
15246,25763
15428,43636
31589,41581
35667,6095
29990,25839
15252,27018
9906,12451
33705,46880
39968,16888
22339,46858
28453,8914
14048,4504
18858,46248
27486,9754
23942,40552
14204,35026
48756,40233
18340,2625
12636,38284
22232,39282
17930,12165
19306,4975
36059,33610
45276,19636
40258,46915
15695,3741
12795,8967
1869,38066
3583,9037
26213,43190
21105,16
24220,1725
8089,21455
18165,12560
21910,4300
9568,43186
40534,45296
34287,29230
36016,8724
42809,17663
27650,34009
36087,15346
10020,25247
38564,35992
8819,25485
22345,42981
36122,16997
29286,14568
45314,43262
3667,9730
15169,28198
15614,26538
43947,25487
36531,24202
49961,17784
47208,30442
28486,27561
39312,25587
27530,42173
21684,40540
38687,32784
49323,41038
38948,17782
6283,35352
22700,27784
5023,27530
6918,9405
20205,6871
43547,25137
17520,2372
35605,39675
34831,2887
8100,27963
37247,47466
15000,15001
34895,45355
23506,9346
33820,27736
17270,30391
30389,39295
12586,33092
2878,13867
19029,1580
3214,40019
24236,24671
14570,37129
39777,32995
18588,16788
8120,22164
273,38922
47609,29914
42733,43628
40362,45483
3404,38207
36017,14078
9675,7303
574,5197
12373,48973
32639,29841
8739,49912
25884,19325
13286,2465
47496,23838
3150,37066
42021,13138
25366,41783
9318,20065
40641,14486
41069,31472
30772,4495
8748,19158
39590,37162
45678,45232
10809,21667
30897,33742
2079,33820
1753,10578
7124,23380
9018,47917
5466,21279
3078,4787
13548,20052
17121,48903
28756,20529
29905,9510
45818,42780
527,8472
48709,13887
45565,38223
19825,9924
12493,1199
650,45898
42301,28092
48400,45904
38883,44480
18317,28932
14450,7956
18675,31420
16932,27390
33274,37824
7753,29066
24364,9439
35293,18079
12118,20293
16568,21621
48547,25403
30599,43942
645,38466
2382,15526
25414,44021
13657,44357
8300,23723
37770,49682
30656,9416
38610,10500
30105,27266
19839,24800
23965,5639
49148,35091
4196,40916
4043,6425
45705,33876
17529,14454
24301,7206
6746,33158
7442,3687
1982,27592
14624,858
22963,25311
46330,30718
27775,25554
42696,43193
16487,26676
31872,8113
43556,2896
36321,6109
44211,4666
42445,5440
43148,48835
38700,30935
12214,42600
3257,29448
12155,35188
42569,20920
14264,6696
13173,35265
40112,49910
8108,36193
26941,24618
24450,23735
33930,6097
27260,4555
34812,2565
11126,42341
49434,250
8266,4631
18624,47401
47943,40028
5031,14619
23330,27058
39942,46072
35822,33280
17698,39041
38653,37223
2538,28203
26804,46870
15113,12667
6717,47606
475,13495
26817,40828
37117,40296
24953,45240
20536,41491
31656,12795
28529,30055
42179,30830
43354,48810
37999,11480
32199,43608
37268,33884
14248,47039
35610,27568
18331,22290
34876,47010
8063,38292
6192,23546
8980,37138
39909,27612
22787,28754
15941,33186
12049,37866
46910,44211
29386,3387
9784,20417
2233,36834
49268,32695
16400,45571
4148,14050
19458,7290
29768,9893
22750,47681
4027,10029
29482,8913
24199,30200
15169,13320
28959,8552
49371,24205
38958,37289
45191,13652
34397,8287
31212,28228
8495,5447
26304,30575
13902,41587
36575,17737
15595,33368
23182,43634
32613,7985
29211,1743
42510,30890
35407,36202
18003,49519
42347,26679
21100,45582
49947,9420
4960,30227
23753,34965
44313,47530
48351,1821
9204,1602
39726,48162
43764,7240
23966,6493
1025,14542
3826,30442
9422,1089
33197,13844
18271,25736
45686,34710
48597,9620
12242,26873
31790,30921
19174,36520
16381,47798
37004,5882
5934,31691
3263,26069
28276,46466
13560,27675
6743,17263
39083,42217
41269,46823
35906,12669
20759,44128
35574,2802
7060,17359
23770,20153
18235,6937
44438,16599
32608,30068
49916,7625
16656,25379
35559,1532
30703,3331
4486,47413
34493,20005
47248,1966
38708,14981
46350,9432
10603,26932
35708,45249
50000,49999
2890,40711
18622,10040
1399,23643
661,25300
11603,18019
29318,30422
36179,36795
18434,36745
7476,2831
30644,34679
2661,37829
2112,3311
20122,700
19141,15910
33625,24622
15268,41400
395,36752
49344,11224
30081,32279
49714,20314
25305,22445
30081,31264
14255,32901
33541,31507
20538,27645
29,606
34531,32699
3405,24674
43408,25718
30572,31878
44650,25245
41334,8734
21600,3901
22654,28535
27539,20901
20697,35371
36922,30701
32399,25201
35065,14862
3880,3497
1401,8836
5393,36398
30863,3280
47762,23918
12064,2745
39375,48297
45428,13383
31236,45926
5461,7308
16351,49558
44053,25681
29772,2583
41705,25868
10307,44413
44018,13821
34137,30710
12966,13065
13578,28787
46678,48683
35193,6457
10738,17991
26059,1738
6233,3398
18856,5499
31421,14677
45026,7638
48220,21172
21091,34884
38647,18807
8666,37580
30209,7636
2253,28005
36,6
38451,41957
30940,29690
690,49017
1930,12220
602,45902
2444,17353
43915,26756
42409,22683
26686,16427
36098,26904
39110,12789
7596,23056
9539,4809
11323,47857
35180,46640
16002,42264
10759,21915
13839,47898
15465,35429
41196,15383
19093,4020
21986,16398
40966,32001
41090,5138
35422,48749
47795,21826
2453,11033
3264,2845
48153,37797
49656,1274
37395,35405
41976,36832
19413,1143
45768,38070
23762,38484
49207,41489
13729,8889
10068,49618
11854,41984
49879,21415
40557,11120
173,32073
38285,30347
17839,28998
4189,25037
23667,26454
26069,32587
23596,3957
15093,22074
44230,36254
4466,16377
45999,6250
30279,23933
23538,43710
10099,42220
5792,6093
4795,38928
18416,32768
29455,38859
17267,36981
46017,28720
15681,35179
28967,38068
47351,4115
18236,19510
6721,38694
24066,15560
34700,24486
6442,17993
33834,44581
22109,41082
46733,46724
18752,46440
11682,17376
3534,748
6480,2941
15190,30571
2350,5462
33434,15480
37002,27110
38615,35999
27611,14978
8366,8225
13628,44393
49851,6683
18357,10023
30382,41508
19908,5462
48929,10634
3078,42962
3036,42953
24774,23787
48124,33184
20116,46218
5266,8451
40410,44543
36332,18971
24606,12141
48998,28530
29049,23071
4228,44698
0,10968
30802,21116
43915,827
15258,31985
35924,22956
24545,47114
34562,11911
41952,11390
18,81
34879,6837
4887,37516
25365,17082
27896,30558
35447,17305
3852,20045
9070,11461
46625,35229
16923,4827
26840,11079
32331,10806
4459,5272
1506,16581
10706,30697
4888,19614
23692,21721
11971,12117
30341,39495
16373,21376
18657,8137
33060,6092
4034,6295
1721,7135
14568,8800
37749,36656
16521,17573
49382,47882
2373,29369
15677,10683
44442,12752
17080,13003
3420,29378
41672,25535
19806,42135
11776,25253
49999,1
25177,40283
24567,20259
30187,14439
39187,16752
5739,30569
24334,36918
36335,40474
36258,26708
19492,38717
35322,21627
24927,9900
5752,41564
27225,8261
29007,8453
12428,24375
27672,32327
45022,10193
22356,41361
6756,8062
26398,32749
8687,43986
39068,49375
48090,46984
4624,49108
15472,21041
10311,30237
4862,22148
4879,41026
16344,32381
31401,13794
9273,4315
29124,41537
43689,4582
24014,13353
12295,6471
7306,15354
12563,38499
25258,49596
144,12
6176,20733
39661,35130
8121,22108
5833,26454
19685,21042
46220,24913
2013,39347
4542,23292
18001,36955
370,47918
30075,21498
28291,813
34814,29021
48964,3192
19664,34680
4240,46867
23219,43728
5847,15024
9838,1315
44946,35562
29961,40793
45062,12563
28545,15398
14986,28259
11020,24917
27975,3817
24829,19620
40779,31197
45135,1050
40344,3356
8283,24902
5467,14907
36894,9727
31670,45165
35688,46428
46216,32207
16807,9876
45128,13098
46858,45704
18170,6407
28985,24774
46832,48114
8322,49884
23213,2396
7876,19162
22672,42444
11102,36340
47130,22919
37544,37048
10218,49272
31469,33243
30380,15560
22081,21796
34986,34473
15432,40862
4556,26723
15277,47539
37979,48360
21150,39147
49324,35291
44955,38795
11511,23813
27381,7098
16146,2424
32786,27930
28612,908
18893,40021
12793,2240
25637,15891
48044,48964
24698,14515
3261,10848
16914,35589
1869,12169
26466,40247
26349,22497
49594,44705
10242,45577
28323,2400
731,2864
20627,3328
3408,27129
39406,2971
10548,15002
46435,20912
12828,8629
12006,472
9324,8589
36876,5688
31879,2731
18835,10811
2671,12275
22037,44470
390,25183
47720,40611
9,3
46466,31882
40370,19974
18604,10706
31262,35442
48812,46494
839,11354
38709,25773
14032,49700
806,16735
41186,6327
20098,37979
49245,8406
16166,26817
8944,34744
33247,34026
22368,32129
39617,17031
16950,17611
4748,24260
20344,1125
7584,4447
8821,3989
7747,23234
3974,20318
24480,253
16708,22262
5145,39667
16298,9901
14949,22955
12767,22746
17162,47794
11958,16638
8280,49204
5673,40722
38497,45933
1987,20959
10760,30036
29254,10964
25687,3839
13,29
22951,29792
31113,25866
30727,42591
37706,17295
45125,41922
48533,29230
45464,26550
2605,17728
9051,25734
7518,24914
24616,17079
42,42
37529,37645
43892,28264
6412,17054
29329,32068
17222,33850
36735,3248
16667,22669
9582,10342
35690,5604
48453,7493
47258,39478
41150,2504
32570,37834
24383,43451
30532,49604
18588,11231
33934,28207
18772,5004
36541,46985
7268,49763
21710,26775
11221,25276
818,25625
34230,40355
10567,35935
181,2091
29862,15089
49379,10274
13002,27166
8018,26952
48479,6743
2423,17568
457,12690
27612,31212
11749,34905
48399,14122
5815,46021
770,25398
43905,37519
18589,3462
22894,5869
2332,42938
32271,40889
26798,10811
26271,40046
20131,18652
11454,910
25158,9094
40818,9353
7582,17204
42920,36677
7838,37499
18414,3252
40293,20573
35089,28464
40561,13782
9338,12548
14341,2275
32176,22554
42749,26919
10180,44198
46309,23300
21728,7474
23357,17019
49645,49495
5343,32762
9156,41339
11468,180
48564,25134
11051,38258
19289,13499
45804,3411
44078,39434
38823,1980
41083,27249
24845,46875
15016,38966
17949,39556
18082,49452
40392,17011
49772,7865
21447,44423
46324,34872
47659,49908
7312,14846
20284,16548
49169,35433
1970,39558
2379,16798
8569,39321
23456,7890
11570,822
17010,14036
22433,25510
38459,13457
9710,17854
40169,41487
25403,44695
39046,31816
29751,45529
1216,48943
31943,43018
29166,12825
19626,28189
28683,17111
49416,46424
6981,21680
21709,15287
6153,10992
31883,39052
32031,22042
20613,3148
43176,20600
11730,32600
14709,39575
48505,21685
43818,6149
100,10000
35915,13529
46462,10273
11599,18163
14918,18495
33406,37622
44331,27516
20841,22056
48901,14949
44101,43591
49870,40449
46087,33457
36749,33056
44163,9253
21900,33831
6414,42780
37197,20050
29663,38089
1778,31880
40271,48261
33661,31508
1626,31898
17402,26971
28616,16797
29520,8442
45550,3448
15379,49749
10582,41926
30364,5736
28331,8178
20105,47751
15318,45218
30511,8661
33424,8915
22736,33367
17075,4579
32059,31828
17547,48205
47374,49437
13790,14927
4656,37075
24066,14204
25627,29388
27582,27622
49258,6490
40817,7340
26781,5391
15702,11724
44687,16360
36401,42356
21682,36790
42406,11288
47026,21872
3226,45463
16676,17222
14026,9025
37163,2327
11069,6862
642,19554
